,Suburb,Year,Housing_Type,Value
1860,Essendon,2018,4 bedroom houses,637.5
1861,Essendon,2018,All properties,400.0
1862,Essendon,2019,1 bedroom flats,340.0
1863,Essendon,2019,2 bedroom flats,395.0
1864,Essendon,2019,2 bedroom houses,410.0
1865,Essendon,2019,3 bedroom flats,494.0
1866,Essendon,2019,3 bedroom houses,471.5
1867,Essendon,2019,4 bedroom houses,680.0
1868,Essendon,2019,All properties,410.0
1869,Essendon,2020,1 bedroom flats,330.0
1870,Essendon,2020,2 bedroom flats,397.5
1871,Essendon,2020,2 bedroom houses,417.5
1872,Essendon,2020,3 bedroom flats,485.5
1873,Essendon,2020,3 bedroom houses,480.0
1874,Essendon,2020,4 bedroom houses,699.0
1875,Essendon,2020,All properties,415.0
1876,Essendon,2021,1 bedroom flats,305.0
1877,Essendon,2021,2 bedroom flats,365.0
1878,Essendon,2021,2 bedroom houses,419.0
1879,Essendon,2021,3 bedroom flats,500.0
1880,Essendon,2021,3 bedroom houses,475.0
1881,Essendon,2021,4 bedroom houses,695.0
1882,Essendon,2021,All properties,400.0
1883,Essendon,2022,1 bedroom flats,300.0
1884,Essendon,2022,2 bedroom flats,365.0
1885,Essendon,2022,2 bedroom houses,410.0
1886,Essendon,2022,3 bedroom flats,495.0
1887,Essendon,2022,3 bedroom houses,500.0
1888,Essendon,2022,4 bedroom houses,655.0
1889,Essendon,2022,All properties,400.0
1890,Fairfield-Alphington,2018,1 bedroom flats,300.0
1891,Fairfield-Alphington,2018,2 bedroom flats,427.5
1892,Fairfield-Alphington,2018,2 bedroom houses,500.0
1893,Fairfield-Alphington,2018,3 bedroom flats,587.5
1894,Fairfield-Alphington,2018,3 bedroom houses,650.0
1895,Fairfield-Alphington,2018,4 bedroom houses,795.0
1896,Fairfield-Alphington,2018,All properties,405.0
1897,Fairfield-Alphington,2019,1 bedroom flats,300.0
1898,Fairfield-Alphington,2019,2 bedroom flats,437.5
1899,Fairfield-Alphington,2019,2 bedroom houses,527.5
1900,Fairfield-Alphington,2019,3 bedroom flats,605.0
1901,Fairfield-Alphington,2019,3 bedroom houses,650.0
1902,Fairfield-Alphington,2019,4 bedroom houses,845.0
1903,Fairfield-Alphington,2019,All properties,445.0
1904,Fairfield-Alphington,2020,1 bedroom flats,300.0
1905,Fairfield-Alphington,2020,2 bedroom flats,415.0
1906,Fairfield-Alphington,2020,2 bedroom houses,545.0
1907,Fairfield-Alphington,2020,3 bedroom flats,642.5
1908,Fairfield-Alphington,2020,3 bedroom houses,655.0
1909,Fairfield-Alphington,2020,4 bedroom houses,900.0
1910,Fairfield-Alphington,2020,All properties,430.0
1911,Fairfield-Alphington,2021,1 bedroom flats,296.5
1912,Fairfield-Alphington,2021,2 bedroom flats,400.0
1913,Fairfield-Alphington,2021,2 bedroom houses,550.0
1914,Fairfield-Alphington,2021,3 bedroom flats,596.5
1915,Fairfield-Alphington,2021,3 bedroom houses,665.0
1916,Fairfield-Alphington,2021,4 bedroom houses,865.5
1917,Fairfield-Alphington,2021,All properties,397.5
1918,Fairfield-Alphington,2022,1 bedroom flats,285.0
1919,Fairfield-Alphington,2022,2 bedroom flats,430.0
1920,Fairfield-Alphington,2022,2 bedroom houses,545.0
1921,Fairfield-Alphington,2022,3 bedroom flats,610.0
1922,Fairfield-Alphington,2022,3 bedroom houses,690.0
1923,Fairfield-Alphington,2022,4 bedroom houses,870.0
1924,Fairfield-Alphington,2022,All properties,400.0
1925,Ferntree Gully,2018,1 bedroom flats,0.0
1926,Ferntree Gully,2018,2 bedroom flats,350.0
1927,Ferntree Gully,2018,2 bedroom houses,340.0
1928,Ferntree Gully,2018,3 bedroom flats,419.0
1929,Ferntree Gully,2018,3 bedroom houses,400.0
1930,Ferntree Gully,2018,4 bedroom houses,457.5
1931,Ferntree Gully,2018,All properties,400.0
1932,Ferntree Gully,2019,1 bedroom flats,0.0
1933,Ferntree Gully,2019,2 bedroom flats,366.5
1934,Ferntree Gully,2019,2 bedroom houses,350.0
1935,Ferntree Gully,2019,3 bedroom flats,430.0
1936,Ferntree Gully,2019,3 bedroom houses,405.0
1937,Ferntree Gully,2019,4 bedroom houses,475.0
1938,Ferntree Gully,2019,All properties,400.0
1939,Ferntree Gully,2020,1 bedroom flats,0.0
1940,Ferntree Gully,2020,2 bedroom flats,362.5
1941,Ferntree Gully,2020,2 bedroom houses,361.5
1942,Ferntree Gully,2020,3 bedroom flats,430.0
1943,Ferntree Gully,2020,3 bedroom houses,420.0
1944,Ferntree Gully,2020,4 bedroom houses,477.5
1945,Ferntree Gully,2020,All properties,420.0
1946,Ferntree Gully,2021,1 bedroom flats,125.0
1947,Ferntree Gully,2021,2 bedroom flats,375.0
1948,Ferntree Gully,2021,2 bedroom houses,350.0
1949,Ferntree Gully,2021,3 bedroom flats,440.0
1950,Ferntree Gully,2021,3 bedroom houses,422.5
1951,Ferntree Gully,2021,4 bedroom houses,495.0
1952,Ferntree Gully,2021,All properties,420.0
1953,Ferntree Gully,2022,1 bedroom flats,250.0
1954,Ferntree Gully,2022,2 bedroom flats,380.0
1955,Ferntree Gully,2022,2 bedroom houses,0.0
1956,Ferntree Gully,2022,3 bedroom flats,450.0
1957,Ferntree Gully,2022,3 bedroom houses,440.0
1958,Ferntree Gully,2022,4 bedroom houses,500.0
1959,Ferntree Gully,2022,All properties,435.0
1960,Fitzroy,2018,1 bedroom flats,417.5
1961,Fitzroy,2018,2 bedroom flats,595.0
1962,Fitzroy,2018,2 bedroom houses,632.5
1963,Fitzroy,2018,3 bedroom flats,794.0
1964,Fitzroy,2018,3 bedroom houses,822.5
1965,Fitzroy,2018,4 bedroom houses,1100.0
1966,Fitzroy,2018,All properties,560.0
1967,Fitzroy,2019,1 bedroom flats,420.0
1968,Fitzroy,2019,2 bedroom flats,600.0
1969,Fitzroy,2019,2 bedroom houses,605.0
1970,Fitzroy,2019,3 bedroom flats,870.0
1971,Fitzroy,2019,3 bedroom houses,900.0
1972,Fitzroy,2019,4 bedroom houses,0.0
1973,Fitzroy,2019,All properties,592.5
1974,Fitzroy,2020,1 bedroom flats,400.0
1975,Fitzroy,2020,2 bedroom flats,600.0
1976,Fitzroy,2020,2 bedroom houses,640.0
1977,Fitzroy,2020,3 bedroom flats,881.5
1978,Fitzroy,2020,3 bedroom houses,875.0
1979,Fitzroy,2020,4 bedroom houses,475.0
1980,Fitzroy,2020,All properties,567.5
1981,Fitzroy,2021,1 bedroom flats,380.0
1982,Fitzroy,2021,2 bedroom flats,555.0
1983,Fitzroy,2021,2 bedroom houses,605.0
1984,Fitzroy,2021,3 bedroom flats,795.5
1985,Fitzroy,2021,3 bedroom houses,820.0
1986,Fitzroy,2021,4 bedroom houses,972.5
1987,Fitzroy,2021,All properties,537.5
1988,Fitzroy,2022,1 bedroom flats,400.0
1989,Fitzroy,2022,2 bedroom flats,575.0
1990,Fitzroy,2022,2 bedroom houses,628.0
1991,Fitzroy,2022,3 bedroom flats,850.0
1992,Fitzroy,2022,3 bedroom houses,850.0
1993,Fitzroy,2022,4 bedroom houses,1020.0
1994,Fitzroy,2022,All properties,540.0
1995,Fitzroy North-Clifton Hill,2018,1 bedroom flats,355.0
1996,Fitzroy North-Clifton Hill,2018,2 bedroom flats,490.0
1997,Fitzroy North-Clifton Hill,2018,2 bedroom houses,590.0
1998,Fitzroy North-Clifton Hill,2018,3 bedroom flats,717.5
1999,Fitzroy North-Clifton Hill,2018,3 bedroom houses,762.5
2000,Fitzroy North-Clifton Hill,2018,4 bedroom houses,974.0
2001,Fitzroy North-Clifton Hill,2018,All properties,550.0
2002,Fitzroy North-Clifton Hill,2019,1 bedroom flats,370.0
2003,Fitzroy North-Clifton Hill,2019,2 bedroom flats,520.0
2004,Fitzroy North-Clifton Hill,2019,2 bedroom houses,610.0
2005,Fitzroy North-Clifton Hill,2019,3 bedroom flats,700.0
2006,Fitzroy North-Clifton Hill,2019,3 bedroom houses,775.5
2007,Fitzroy North-Clifton Hill,2019,4 bedroom houses,1000.0
2008,Fitzroy North-Clifton Hill,2019,All properties,565.0
2009,Fitzroy North-Clifton Hill,2020,1 bedroom flats,360.0
2010,Fitzroy North-Clifton Hill,2020,2 bedroom flats,500.0
2011,Fitzroy North-Clifton Hill,2020,2 bedroom houses,604.0
2012,Fitzroy North-Clifton Hill,2020,3 bedroom flats,750.0
2013,Fitzroy North-Clifton Hill,2020,3 bedroom houses,750.0
2014,Fitzroy North-Clifton Hill,2020,4 bedroom houses,975.0
2015,Fitzroy North-Clifton Hill,2020,All properties,550.0
2016,Fitzroy North-Clifton Hill,2021,1 bedroom flats,335.0
2017,Fitzroy North-Clifton Hill,2021,2 bedroom flats,470.0
2018,Fitzroy North-Clifton Hill,2021,2 bedroom houses,599.0
2019,Fitzroy North-Clifton Hill,2021,3 bedroom flats,725.0
2020,Fitzroy North-Clifton Hill,2021,3 bedroom houses,774.0
2021,Fitzroy North-Clifton Hill,2021,4 bedroom houses,950.0
2022,Fitzroy North-Clifton Hill,2021,All properties,535.0
2023,Fitzroy North-Clifton Hill,2022,1 bedroom flats,330.0
2024,Fitzroy North-Clifton Hill,2022,2 bedroom flats,473.0
2025,Fitzroy North-Clifton Hill,2022,2 bedroom houses,620.0
2026,Fitzroy North-Clifton Hill,2022,3 bedroom flats,735.0
2027,Fitzroy North-Clifton Hill,2022,3 bedroom houses,800.0
2028,Fitzroy North-Clifton Hill,2022,4 bedroom houses,980.0
2029,Fitzroy North-Clifton Hill,2022,All properties,550.0
2030,Flemington-Kensington,2018,1 bedroom flats,362.5
2031,Flemington-Kensington,2018,2 bedroom flats,410.0
2032,Flemington-Kensington,2018,2 bedroom houses,500.0
2033,Flemington-Kensington,2018,3 bedroom flats,574.0
2034,Flemington-Kensington,2018,3 bedroom houses,600.0
2035,Flemington-Kensington,2018,4 bedroom houses,750.0
2036,Flemington-Kensington,2018,All properties,422.5
2037,Flemington-Kensington,2019,1 bedroom flats,370.0
2038,Flemington-Kensington,2019,2 bedroom flats,430.0
2039,Flemington-Kensington,2019,2 bedroom houses,515.0
2040,Flemington-Kensington,2019,3 bedroom flats,632.5
2041,Flemington-Kensington,2019,3 bedroom houses,645.0
2042,Flemington-Kensington,2019,4 bedroom houses,792.5
2043,Flemington-Kensington,2019,All properties,450.0
2044,Flemington-Kensington,2020,1 bedroom flats,367.5
2045,Flemington-Kensington,2020,2 bedroom flats,422.5
2046,Flemington-Kensington,2020,2 bedroom houses,525.0
2047,Flemington-Kensington,2020,3 bedroom flats,652.5
2048,Flemington-Kensington,2020,3 bedroom houses,655.0
2049,Flemington-Kensington,2020,4 bedroom houses,736.5
2050,Flemington-Kensington,2020,All properties,440.0
2051,Flemington-Kensington,2021,1 bedroom flats,320.0
2052,Flemington-Kensington,2021,2 bedroom flats,355.0
2053,Flemington-Kensington,2021,2 bedroom houses,500.0
2054,Flemington-Kensington,2021,3 bedroom flats,537.5
2055,Flemington-Kensington,2021,3 bedroom houses,605.0
2056,Flemington-Kensington,2021,4 bedroom houses,762.5
2057,Flemington-Kensington,2021,All properties,395.0
2058,Flemington-Kensington,2022,1 bedroom flats,320.0
2059,Flemington-Kensington,2022,2 bedroom flats,375.0
2060,Flemington-Kensington,2022,2 bedroom houses,520.0
2061,Flemington-Kensington,2022,3 bedroom flats,548.0
2062,Flemington-Kensington,2022,3 bedroom houses,620.0
2063,Flemington-Kensington,2022,4 bedroom houses,840.0
2064,Flemington-Kensington,2022,All properties,400.0
2065,Flora Hill-Bendigo East,2018,1 bedroom flats,170.0
2066,Flora Hill-Bendigo East,2018,2 bedroom flats,250.0
2067,Flora Hill-Bendigo East,2018,2 bedroom houses,260.0
2068,Flora Hill-Bendigo East,2018,3 bedroom flats,310.0
2069,Flora Hill-Bendigo East,2018,3 bedroom houses,307.5
2070,Flora Hill-Bendigo East,2018,4 bedroom houses,381.5
2071,Flora Hill-Bendigo East,2018,All properties,290.0
2072,Flora Hill-Bendigo East,2019,1 bedroom flats,172.5
2073,Flora Hill-Bendigo East,2019,2 bedroom flats,255.0
2074,Flora Hill-Bendigo East,2019,2 bedroom houses,275.0
2075,Flora Hill-Bendigo East,2019,3 bedroom flats,315.5
2076,Flora Hill-Bendigo East,2019,3 bedroom houses,320.0
2077,Flora Hill-Bendigo East,2019,4 bedroom houses,387.5
2078,Flora Hill-Bendigo East,2019,All properties,300.0
2079,Flora Hill-Bendigo East,2020,1 bedroom flats,189.0
2080,Flora Hill-Bendigo East,2020,2 bedroom flats,270.0
2081,Flora Hill-Bendigo East,2020,2 bedroom houses,280.0
2082,Flora Hill-Bendigo East,2020,3 bedroom flats,335.0
2083,Flora Hill-Bendigo East,2020,3 bedroom houses,340.0
2084,Flora Hill-Bendigo East,2020,4 bedroom houses,400.0
2085,Flora Hill-Bendigo East,2020,All properties,320.0
2086,Flora Hill-Bendigo East,2021,1 bedroom flats,200.0
2087,Flora Hill-Bendigo East,2021,2 bedroom flats,277.5
2088,Flora Hill-Bendigo East,2021,2 bedroom houses,315.0
2089,Flora Hill-Bendigo East,2021,3 bedroom flats,350.0
2090,Flora Hill-Bendigo East,2021,3 bedroom houses,367.5
2091,Flora Hill-Bendigo East,2021,4 bedroom houses,445.0
2092,Flora Hill-Bendigo East,2021,All properties,345.0
2093,Flora Hill-Bendigo East,2022,1 bedroom flats,220.0
2094,Flora Hill-Bendigo East,2022,2 bedroom flats,305.0
2095,Flora Hill-Bendigo East,2022,2 bedroom houses,340.0
2096,Flora Hill-Bendigo East,2022,3 bedroom flats,380.0
2097,Flora Hill-Bendigo East,2022,3 bedroom houses,400.0
2098,Flora Hill-Bendigo East,2022,4 bedroom houses,460.0
2099,Flora Hill-Bendigo East,2022,All properties,375.0
2100,Footscray,2018,1 bedroom flats,270.0
2101,Footscray,2018,2 bedroom flats,385.0
2102,Footscray,2018,2 bedroom houses,440.0
2103,Footscray,2018,3 bedroom flats,515.0
2104,Footscray,2018,3 bedroom houses,490.0
2105,Footscray,2018,4 bedroom houses,500.0
2106,Footscray,2018,All properties,372.5
2107,Footscray,2019,1 bedroom flats,275.0
2108,Footscray,2019,2 bedroom flats,392.5
2109,Footscray,2019,2 bedroom houses,450.0
2110,Footscray,2019,3 bedroom flats,540.0
2111,Footscray,2019,3 bedroom houses,510.0
2112,Footscray,2019,4 bedroom houses,606.5
2113,Footscray,2019,All properties,380.0
2114,Footscray,2020,1 bedroom flats,289.0
2115,Footscray,2020,2 bedroom flats,405.0
2116,Footscray,2020,2 bedroom houses,450.0
2117,Footscray,2020,3 bedroom flats,550.0
2118,Footscray,2020,3 bedroom houses,500.0
2119,Footscray,2020,4 bedroom houses,593.5
2120,Footscray,2020,All properties,385.0
2121,Footscray,2021,1 bedroom flats,297.0
2122,Footscray,2021,2 bedroom flats,380.0
2123,Footscray,2021,2 bedroom houses,450.0
2124,Footscray,2021,3 bedroom flats,515.0
2125,Footscray,2021,3 bedroom houses,490.0
2126,Footscray,2021,4 bedroom houses,551.0
2127,Footscray,2021,All properties,360.0
2128,Footscray,2022,1 bedroom flats,300.0
2129,Footscray,2022,2 bedroom flats,390.0
2130,Footscray,2022,2 bedroom houses,450.0
2131,Footscray,2022,3 bedroom flats,500.0
2132,Footscray,2022,3 bedroom houses,500.0
2133,Footscray,2022,4 bedroom houses,580.0
2134,Footscray,2022,All properties,370.0
2135,Frankston,2018,1 bedroom flats,237.5
2136,Frankston,2018,2 bedroom flats,317.5
2137,Frankston,2018,2 bedroom houses,337.5
2138,Frankston,2018,3 bedroom flats,380.0
2139,Frankston,2018,3 bedroom houses,382.5
2140,Frankston,2018,4 bedroom houses,455.0
2141,Frankston,2018,All properties,357.5
2142,Frankston,2019,1 bedroom flats,250.0
2143,Frankston,2019,2 bedroom flats,320.0
2144,Frankston,2019,2 bedroom houses,345.0
2145,Frankston,2019,3 bedroom flats,375.0
2146,Frankston,2019,3 bedroom houses,390.0
2147,Frankston,2019,4 bedroom houses,462.5
2148,Frankston,2019,All properties,360.0
2149,Frankston,2020,1 bedroom flats,240.0
2150,Frankston,2020,2 bedroom flats,330.0
2151,Frankston,2020,2 bedroom houses,340.0
2152,Frankston,2020,3 bedroom flats,395.0
2153,Frankston,2020,3 bedroom houses,397.5
2154,Frankston,2020,4 bedroom houses,460.0
2155,Frankston,2020,All properties,370.0
2156,Frankston,2021,1 bedroom flats,250.0
2157,Frankston,2021,2 bedroom flats,340.0
2158,Frankston,2021,2 bedroom houses,362.5
2159,Frankston,2021,3 bedroom flats,420.0
2160,Frankston,2021,3 bedroom houses,425.0
2161,Frankston,2021,4 bedroom houses,490.0
2162,Frankston,2021,All properties,385.0
2163,Frankston,2022,1 bedroom flats,260.0
2164,Frankston,2022,2 bedroom flats,360.0
2165,Frankston,2022,2 bedroom houses,375.0
2166,Frankston,2022,3 bedroom flats,450.0
2167,Frankston,2022,3 bedroom houses,450.0
2168,Frankston,2022,4 bedroom houses,540.0
2169,Frankston,2022,All properties,420.0
2170,Geelong-Newcombe,2018,1 bedroom flats,230.0
2171,Geelong-Newcombe,2018,2 bedroom flats,300.0
2172,Geelong-Newcombe,2018,2 bedroom houses,315.0
2173,Geelong-Newcombe,2018,3 bedroom flats,352.5
2174,Geelong-Newcombe,2018,3 bedroom houses,340.0
2175,Geelong-Newcombe,2018,4 bedroom houses,435.0
2176,Geelong-Newcombe,2018,All properties,327.5
2177,Geelong-Newcombe,2019,1 bedroom flats,281.5
2178,Geelong-Newcombe,2019,2 bedroom flats,320.0
2179,Geelong-Newcombe,2019,2 bedroom houses,321.5
2180,Geelong-Newcombe,2019,3 bedroom flats,384.0
2181,Geelong-Newcombe,2019,3 bedroom houses,350.0
2182,Geelong-Newcombe,2019,4 bedroom houses,450.0
2183,Geelong-Newcombe,2019,All properties,345.0
2184,Geelong-Newcombe,2020,1 bedroom flats,300.0
2185,Geelong-Newcombe,2020,2 bedroom flats,347.5
2186,Geelong-Newcombe,2020,2 bedroom houses,337.5
2187,Geelong-Newcombe,2020,3 bedroom flats,383.0
2188,Geelong-Newcombe,2020,3 bedroom houses,355.0
2189,Geelong-Newcombe,2020,4 bedroom houses,475.0
2190,Geelong-Newcombe,2020,All properties,350.0
2191,Geelong-Newcombe,2021,1 bedroom flats,297.5
2192,Geelong-Newcombe,2021,2 bedroom flats,360.0
2193,Geelong-Newcombe,2021,2 bedroom houses,356.5
2194,Geelong-Newcombe,2021,3 bedroom flats,397.5
2195,Geelong-Newcombe,2021,3 bedroom houses,377.5
2196,Geelong-Newcombe,2021,4 bedroom houses,500.0
2197,Geelong-Newcombe,2021,All properties,372.5
2198,Geelong-Newcombe,2022,1 bedroom flats,315.0
2199,Geelong-Newcombe,2022,2 bedroom flats,390.0
2200,Geelong-Newcombe,2022,2 bedroom houses,395.0
2201,Geelong-Newcombe,2022,3 bedroom flats,440.0
2202,Geelong-Newcombe,2022,3 bedroom houses,410.0
2203,Geelong-Newcombe,2022,4 bedroom houses,540.0
2204,Geelong-Newcombe,2022,All properties,400.0
2205,Gladstone Park-Tullamarine,2018,1 bedroom flats,251.5
2206,Gladstone Park-Tullamarine,2018,2 bedroom flats,335.0
2207,Gladstone Park-Tullamarine,2018,2 bedroom houses,340.0
2208,Gladstone Park-Tullamarine,2018,3 bedroom flats,380.0
2209,Gladstone Park-Tullamarine,2018,3 bedroom houses,380.0
2210,Gladstone Park-Tullamarine,2018,4 bedroom houses,420.0
2211,Gladstone Park-Tullamarine,2018,All properties,380.0
2212,Gladstone Park-Tullamarine,2019,1 bedroom flats,261.5
2213,Gladstone Park-Tullamarine,2019,2 bedroom flats,341.5
2214,Gladstone Park-Tullamarine,2019,2 bedroom houses,350.0
2215,Gladstone Park-Tullamarine,2019,3 bedroom flats,400.0
2216,Gladstone Park-Tullamarine,2019,3 bedroom houses,395.0
2217,Gladstone Park-Tullamarine,2019,4 bedroom houses,430.0
2218,Gladstone Park-Tullamarine,2019,All properties,389.0
2219,Gladstone Park-Tullamarine,2020,1 bedroom flats,295.0
2220,Gladstone Park-Tullamarine,2020,2 bedroom flats,347.5
2221,Gladstone Park-Tullamarine,2020,2 bedroom houses,350.0
2222,Gladstone Park-Tullamarine,2020,3 bedroom flats,400.0
2223,Gladstone Park-Tullamarine,2020,3 bedroom houses,400.0
2224,Gladstone Park-Tullamarine,2020,4 bedroom houses,439.0
2225,Gladstone Park-Tullamarine,2020,All properties,390.0
2226,Gladstone Park-Tullamarine,2021,1 bedroom flats,297.5
2227,Gladstone Park-Tullamarine,2021,2 bedroom flats,340.0
2228,Gladstone Park-Tullamarine,2021,2 bedroom houses,352.5
2229,Gladstone Park-Tullamarine,2021,3 bedroom flats,390.0
2230,Gladstone Park-Tullamarine,2021,3 bedroom houses,400.0
2231,Gladstone Park-Tullamarine,2021,4 bedroom houses,458.5
2232,Gladstone Park-Tullamarine,2021,All properties,390.0
2233,Gladstone Park-Tullamarine,2022,1 bedroom flats,285.0
2234,Gladstone Park-Tullamarine,2022,2 bedroom flats,345.0
2235,Gladstone Park-Tullamarine,2022,2 bedroom houses,385.0
2236,Gladstone Park-Tullamarine,2022,3 bedroom flats,415.0
2237,Gladstone Park-Tullamarine,2022,3 bedroom houses,410.0
2238,Gladstone Park-Tullamarine,2022,4 bedroom houses,470.0
2239,Gladstone Park-Tullamarine,2022,All properties,400.0
2240,Glen Waverley-Mulgrave,2018,1 bedroom flats,360.0
2241,Glen Waverley-Mulgrave,2018,2 bedroom flats,406.5
2242,Glen Waverley-Mulgrave,2018,2 bedroom houses,397.5
2243,Glen Waverley-Mulgrave,2018,3 bedroom flats,495.0
2244,Glen Waverley-Mulgrave,2018,3 bedroom houses,450.0
2245,Glen Waverley-Mulgrave,2018,4 bedroom houses,537.5
2246,Glen Waverley-Mulgrave,2018,All properties,477.5
