,Suburb,Year,Housing_Type,Value
3692,Port Melbourne,2020,3 bedroom flats,945.0
3693,Port Melbourne,2020,3 bedroom houses,812.5
3694,Port Melbourne,2020,4 bedroom houses,1050.0
3695,Port Melbourne,2020,All properties,595.0
3696,Port Melbourne,2021,1 bedroom flats,400.0
3697,Port Melbourne,2021,2 bedroom flats,551.5
3698,Port Melbourne,2021,2 bedroom houses,580.0
3699,Port Melbourne,2021,3 bedroom flats,892.5
3700,Port Melbourne,2021,3 bedroom houses,752.5
3701,Port Melbourne,2021,4 bedroom houses,1000.0
3702,Port Melbourne,2021,All properties,592.5
3703,Port Melbourne,2022,1 bedroom flats,420.0
3704,Port Melbourne,2022,2 bedroom flats,570.0
3705,Port Melbourne,2022,2 bedroom houses,598.0
3706,Port Melbourne,2022,3 bedroom flats,887.0
3707,Port Melbourne,2022,3 bedroom houses,800.0
3708,Port Melbourne,2022,4 bedroom houses,1100.0
3709,Port Melbourne,2022,All properties,600.0
3710,Portland,2018,1 bedroom flats,155.0
3711,Portland,2018,2 bedroom flats,185.0
3712,Portland,2018,2 bedroom houses,225.0
3713,Portland,2018,3 bedroom flats,280.0
3714,Portland,2018,3 bedroom houses,255.0
3715,Portland,2018,4 bedroom houses,312.5
3716,Portland,2018,All properties,250.0
3717,Portland,2019,1 bedroom flats,165.0
3718,Portland,2019,2 bedroom flats,215.0
3719,Portland,2019,2 bedroom houses,257.5
3720,Portland,2019,3 bedroom flats,0.0
3721,Portland,2019,3 bedroom houses,275.0
3722,Portland,2019,4 bedroom houses,335.0
3723,Portland,2019,All properties,267.5
3724,Portland,2020,1 bedroom flats,170.0
3725,Portland,2020,2 bedroom flats,256.5
3726,Portland,2020,2 bedroom houses,285.0
3727,Portland,2020,3 bedroom flats,297.5
3728,Portland,2020,3 bedroom houses,310.0
3729,Portland,2020,4 bedroom houses,380.0
3730,Portland,2020,All properties,300.0
3731,Portland,2021,1 bedroom flats,227.5
3732,Portland,2021,2 bedroom flats,280.0
3733,Portland,2021,2 bedroom houses,332.5
3734,Portland,2021,3 bedroom flats,0.0
3735,Portland,2021,3 bedroom houses,350.0
3736,Portland,2021,4 bedroom houses,387.5
3737,Portland,2021,All properties,350.0
3738,Portland,2022,1 bedroom flats,250.0
3739,Portland,2022,2 bedroom flats,300.0
3740,Portland,2022,2 bedroom houses,320.0
3741,Portland,2022,3 bedroom flats,0.0
3742,Portland,2022,3 bedroom houses,370.0
3743,Portland,2022,4 bedroom houses,420.0
3744,Portland,2022,All properties,350.0
3745,Prahran-Windsor,2018,1 bedroom flats,350.0
3746,Prahran-Windsor,2018,2 bedroom flats,500.0
3747,Prahran-Windsor,2018,2 bedroom houses,620.0
3748,Prahran-Windsor,2018,3 bedroom flats,675.0
3749,Prahran-Windsor,2018,3 bedroom houses,796.5
3750,Prahran-Windsor,2018,4 bedroom houses,1200.0
3751,Prahran-Windsor,2018,All properties,432.5
3752,Prahran-Windsor,2019,1 bedroom flats,360.0
3753,Prahran-Windsor,2019,2 bedroom flats,500.0
3754,Prahran-Windsor,2019,2 bedroom houses,627.5
3755,Prahran-Windsor,2019,3 bedroom flats,641.5
3756,Prahran-Windsor,2019,3 bedroom houses,797.5
3757,Prahran-Windsor,2019,4 bedroom houses,1019.0
3758,Prahran-Windsor,2019,All properties,445.0
3759,Prahran-Windsor,2020,1 bedroom flats,355.0
3760,Prahran-Windsor,2020,2 bedroom flats,500.0
3761,Prahran-Windsor,2020,2 bedroom houses,630.0
3762,Prahran-Windsor,2020,3 bedroom flats,692.5
3763,Prahran-Windsor,2020,3 bedroom houses,792.5
3764,Prahran-Windsor,2020,4 bedroom houses,919.0
3765,Prahran-Windsor,2020,All properties,450.0
3766,Prahran-Windsor,2021,1 bedroom flats,327.5
3767,Prahran-Windsor,2021,2 bedroom flats,450.0
3768,Prahran-Windsor,2021,2 bedroom houses,600.0
3769,Prahran-Windsor,2021,3 bedroom flats,715.0
3770,Prahran-Windsor,2021,3 bedroom houses,755.0
3771,Prahran-Windsor,2021,4 bedroom houses,996.5
3772,Prahran-Windsor,2021,All properties,415.0
3773,Prahran-Windsor,2022,1 bedroom flats,315.0
3774,Prahran-Windsor,2022,2 bedroom flats,450.0
3775,Prahran-Windsor,2022,2 bedroom houses,623.0
3776,Prahran-Windsor,2022,3 bedroom flats,695.0
3777,Prahran-Windsor,2022,3 bedroom houses,800.0
3778,Prahran-Windsor,2022,4 bedroom houses,1075.0
3779,Prahran-Windsor,2022,All properties,410.0
3780,Preston,2018,1 bedroom flats,330.0
3781,Preston,2018,2 bedroom flats,400.0
3782,Preston,2018,2 bedroom houses,430.0
3783,Preston,2018,3 bedroom flats,490.0
3784,Preston,2018,3 bedroom houses,494.0
3785,Preston,2018,4 bedroom houses,590.0
3786,Preston,2018,All properties,417.5
3787,Preston,2019,1 bedroom flats,340.0
3788,Preston,2019,2 bedroom flats,405.0
3789,Preston,2019,2 bedroom houses,445.0
3790,Preston,2019,3 bedroom flats,500.0
3791,Preston,2019,3 bedroom houses,490.0
3792,Preston,2019,4 bedroom houses,600.0
3793,Preston,2019,All properties,425.0
3794,Preston,2020,1 bedroom flats,350.0
3795,Preston,2020,2 bedroom flats,415.0
3796,Preston,2020,2 bedroom houses,450.0
3797,Preston,2020,3 bedroom flats,499.0
3798,Preston,2020,3 bedroom houses,500.0
3799,Preston,2020,4 bedroom houses,625.0
3800,Preston,2020,All properties,422.5
3801,Preston,2021,1 bedroom flats,320.0
3802,Preston,2021,2 bedroom flats,387.5
3803,Preston,2021,2 bedroom houses,450.0
3804,Preston,2021,3 bedroom flats,491.5
3805,Preston,2021,3 bedroom houses,505.0
3806,Preston,2021,4 bedroom houses,600.0
3807,Preston,2021,All properties,405.0
3808,Preston,2022,1 bedroom flats,310.0
3809,Preston,2022,2 bedroom flats,390.0
3810,Preston,2022,2 bedroom houses,450.0
3811,Preston,2022,3 bedroom flats,500.0
3812,Preston,2022,3 bedroom houses,520.0
3813,Preston,2022,4 bedroom houses,615.0
3814,Preston,2022,All properties,410.0
3815,Reservoir,2018,1 bedroom flats,300.0
3816,Reservoir,2018,2 bedroom flats,350.0
3817,Reservoir,2018,2 bedroom houses,360.0
3818,Reservoir,2018,3 bedroom flats,415.0
3819,Reservoir,2018,3 bedroom houses,400.0
3820,Reservoir,2018,4 bedroom houses,455.0
3821,Reservoir,2018,All properties,370.0
3822,Reservoir,2019,1 bedroom flats,310.0
3823,Reservoir,2019,2 bedroom flats,360.0
3824,Reservoir,2019,2 bedroom houses,365.0
3825,Reservoir,2019,3 bedroom flats,425.0
3826,Reservoir,2019,3 bedroom houses,407.5
3827,Reservoir,2019,4 bedroom houses,460.0
3828,Reservoir,2019,All properties,380.0
3829,Reservoir,2020,1 bedroom flats,315.0
3830,Reservoir,2020,2 bedroom flats,360.0
3831,Reservoir,2020,2 bedroom houses,377.5
3832,Reservoir,2020,3 bedroom flats,435.0
3833,Reservoir,2020,3 bedroom houses,415.0
3834,Reservoir,2020,4 bedroom houses,462.5
3835,Reservoir,2020,All properties,382.5
3836,Reservoir,2021,1 bedroom flats,300.0
3837,Reservoir,2021,2 bedroom flats,360.0
3838,Reservoir,2021,2 bedroom houses,370.0
3839,Reservoir,2021,3 bedroom flats,422.5
3840,Reservoir,2021,3 bedroom houses,410.0
3841,Reservoir,2021,4 bedroom houses,470.0
3842,Reservoir,2021,All properties,380.0
3843,Reservoir,2022,1 bedroom flats,300.0
3844,Reservoir,2022,2 bedroom flats,360.0
3845,Reservoir,2022,2 bedroom houses,360.0
3846,Reservoir,2022,3 bedroom flats,445.0
3847,Reservoir,2022,3 bedroom houses,420.0
3848,Reservoir,2022,4 bedroom houses,485.0
3849,Reservoir,2022,All properties,380.0
3850,Richmond-Burnley,2018,1 bedroom flats,397.5
3851,Richmond-Burnley,2018,2 bedroom flats,550.0
3852,Richmond-Burnley,2018,2 bedroom houses,600.0
3853,Richmond-Burnley,2018,3 bedroom flats,790.0
3854,Richmond-Burnley,2018,3 bedroom houses,774.0
3855,Richmond-Burnley,2018,4 bedroom houses,960.0
3856,Richmond-Burnley,2018,All properties,517.5
3857,Richmond-Burnley,2019,1 bedroom flats,410.0
3858,Richmond-Burnley,2019,2 bedroom flats,550.0
3859,Richmond-Burnley,2019,2 bedroom houses,620.0
3860,Richmond-Burnley,2019,3 bedroom flats,800.0
3861,Richmond-Burnley,2019,3 bedroom houses,777.5
3862,Richmond-Burnley,2019,4 bedroom houses,987.5
3863,Richmond-Burnley,2019,All properties,525.0
3864,Richmond-Burnley,2020,1 bedroom flats,405.0
3865,Richmond-Burnley,2020,2 bedroom flats,550.0
3866,Richmond-Burnley,2020,2 bedroom houses,609.0
3867,Richmond-Burnley,2020,3 bedroom flats,816.5
3868,Richmond-Burnley,2020,3 bedroom houses,771.5
3869,Richmond-Burnley,2020,4 bedroom houses,1000.0
3870,Richmond-Burnley,2020,All properties,525.0
3871,Richmond-Burnley,2021,1 bedroom flats,350.0
3872,Richmond-Burnley,2021,2 bedroom flats,480.0
3873,Richmond-Burnley,2021,2 bedroom houses,600.0
3874,Richmond-Burnley,2021,3 bedroom flats,762.5
3875,Richmond-Burnley,2021,3 bedroom houses,750.0
3876,Richmond-Burnley,2021,4 bedroom houses,915.0
3877,Richmond-Burnley,2021,All properties,460.0
3878,Richmond-Burnley,2022,1 bedroom flats,360.0
3879,Richmond-Burnley,2022,2 bedroom flats,495.0
3880,Richmond-Burnley,2022,2 bedroom houses,615.0
3881,Richmond-Burnley,2022,3 bedroom flats,770.0
3882,Richmond-Burnley,2022,3 bedroom houses,800.0
3883,Richmond-Burnley,2022,4 bedroom houses,1050.0
3884,Richmond-Burnley,2022,All properties,475.0
3885,Ringwood,2018,1 bedroom flats,300.0
3886,Ringwood,2018,2 bedroom flats,355.0
3887,Ringwood,2018,2 bedroom houses,365.0
3888,Ringwood,2018,3 bedroom flats,427.5
3889,Ringwood,2018,3 bedroom houses,420.0
3890,Ringwood,2018,4 bedroom houses,497.5
3891,Ringwood,2018,All properties,392.5
3892,Ringwood,2019,1 bedroom flats,344.0
3893,Ringwood,2019,2 bedroom flats,370.0
3894,Ringwood,2019,2 bedroom houses,380.0
3895,Ringwood,2019,3 bedroom flats,437.5
3896,Ringwood,2019,3 bedroom houses,422.5
3897,Ringwood,2019,4 bedroom houses,512.5
3898,Ringwood,2019,All properties,400.0
3899,Ringwood,2020,1 bedroom flats,341.5
3900,Ringwood,2020,2 bedroom flats,380.0
3901,Ringwood,2020,2 bedroom houses,375.5
3902,Ringwood,2020,3 bedroom flats,450.0
3903,Ringwood,2020,3 bedroom houses,430.0
3904,Ringwood,2020,4 bedroom houses,510.0
3905,Ringwood,2020,All properties,412.5
3906,Ringwood,2021,1 bedroom flats,350.0
3907,Ringwood,2021,2 bedroom flats,377.5
3908,Ringwood,2021,2 bedroom houses,384.0
3909,Ringwood,2021,3 bedroom flats,450.0
3910,Ringwood,2021,3 bedroom houses,445.0
3911,Ringwood,2021,4 bedroom houses,520.0
3912,Ringwood,2021,All properties,410.0
3913,Ringwood,2022,1 bedroom flats,350.0
3914,Ringwood,2022,2 bedroom flats,390.0
3915,Ringwood,2022,2 bedroom houses,400.0
3916,Ringwood,2022,3 bedroom flats,480.0
3917,Ringwood,2022,3 bedroom houses,460.0
3918,Ringwood,2022,4 bedroom houses,568.0
3919,Ringwood,2022,All properties,420.0
3920,Rowville,2018,1 bedroom flats,0.0
3921,Rowville,2018,2 bedroom flats,375.0
3922,Rowville,2018,2 bedroom houses,0.0
3923,Rowville,2018,3 bedroom flats,420.0
3924,Rowville,2018,3 bedroom houses,425.0
3925,Rowville,2018,4 bedroom houses,500.0
3926,Rowville,2018,All properties,447.5
3927,Rowville,2019,1 bedroom flats,150.0
3928,Rowville,2019,2 bedroom flats,390.0
3929,Rowville,2019,2 bedroom houses,0.0
3930,Rowville,2019,3 bedroom flats,437.5
3931,Rowville,2019,3 bedroom houses,425.0
3932,Rowville,2019,4 bedroom houses,500.0
3933,Rowville,2019,All properties,450.0
3934,Rowville,2020,1 bedroom flats,310.0
3935,Rowville,2020,2 bedroom flats,390.0
3936,Rowville,2020,2 bedroom houses,0.0
3937,Rowville,2020,3 bedroom flats,436.5
3938,Rowville,2020,3 bedroom houses,432.5
3939,Rowville,2020,4 bedroom houses,510.0
3940,Rowville,2020,All properties,450.0
3941,Rowville,2021,1 bedroom flats,330.0
3942,Rowville,2021,2 bedroom flats,381.5
3943,Rowville,2021,2 bedroom houses,0.0
3944,Rowville,2021,3 bedroom flats,450.0
3945,Rowville,2021,3 bedroom houses,447.5
3946,Rowville,2021,4 bedroom houses,520.0
3947,Rowville,2021,All properties,465.0
3948,Rowville,2022,1 bedroom flats,0.0
3949,Rowville,2022,2 bedroom flats,398.0
3950,Rowville,2022,2 bedroom houses,0.0
3951,Rowville,2022,3 bedroom flats,450.0
3952,Rowville,2022,3 bedroom houses,480.0
3953,Rowville,2022,4 bedroom houses,550.0
3954,Rowville,2022,All properties,490.0
3955,Sale-Maffra,2018,1 bedroom flats,162.5
3956,Sale-Maffra,2018,2 bedroom flats,227.5
3957,Sale-Maffra,2018,2 bedroom houses,242.5
3958,Sale-Maffra,2018,3 bedroom flats,300.0
3959,Sale-Maffra,2018,3 bedroom houses,271.5
3960,Sale-Maffra,2018,4 bedroom houses,350.0
3961,Sale-Maffra,2018,All properties,270.0
3962,Sale-Maffra,2019,1 bedroom flats,176.5
3963,Sale-Maffra,2019,2 bedroom flats,230.0
3964,Sale-Maffra,2019,2 bedroom houses,250.0
3965,Sale-Maffra,2019,3 bedroom flats,315.0
3966,Sale-Maffra,2019,3 bedroom houses,285.0
3967,Sale-Maffra,2019,4 bedroom houses,365.0
3968,Sale-Maffra,2019,All properties,282.5
3969,Sale-Maffra,2020,1 bedroom flats,200.0
3970,Sale-Maffra,2020,2 bedroom flats,250.0
3971,Sale-Maffra,2020,2 bedroom houses,260.0
3972,Sale-Maffra,2020,3 bedroom flats,336.5
3973,Sale-Maffra,2020,3 bedroom houses,305.0
3974,Sale-Maffra,2020,4 bedroom houses,385.0
3975,Sale-Maffra,2020,All properties,297.5
3976,Sale-Maffra,2021,1 bedroom flats,200.0
3977,Sale-Maffra,2021,2 bedroom flats,285.0
3978,Sale-Maffra,2021,2 bedroom houses,285.0
3979,Sale-Maffra,2021,3 bedroom flats,350.0
3980,Sale-Maffra,2021,3 bedroom houses,345.0
3981,Sale-Maffra,2021,4 bedroom houses,415.0
3982,Sale-Maffra,2021,All properties,335.0
3983,Sale-Maffra,2022,1 bedroom flats,230.0
3984,Sale-Maffra,2022,2 bedroom flats,320.0
3985,Sale-Maffra,2022,2 bedroom houses,320.0
3986,Sale-Maffra,2022,3 bedroom flats,390.0
3987,Sale-Maffra,2022,3 bedroom houses,380.0
3988,Sale-Maffra,2022,4 bedroom houses,450.0
3989,Sale-Maffra,2022,All properties,380.0
3990,Seaford-Carrum Downs,2018,1 bedroom flats,240.0
3991,Seaford-Carrum Downs,2018,2 bedroom flats,325.0
3992,Seaford-Carrum Downs,2018,2 bedroom houses,332.5
3993,Seaford-Carrum Downs,2018,3 bedroom flats,370.0
3994,Seaford-Carrum Downs,2018,3 bedroom houses,366.0
3995,Seaford-Carrum Downs,2018,4 bedroom houses,450.0
3996,Seaford-Carrum Downs,2018,All properties,367.5
3997,Seaford-Carrum Downs,2019,1 bedroom flats,250.0
3998,Seaford-Carrum Downs,2019,2 bedroom flats,330.0
3999,Seaford-Carrum Downs,2019,2 bedroom houses,335.0
4000,Seaford-Carrum Downs,2019,3 bedroom flats,375.0
4001,Seaford-Carrum Downs,2019,3 bedroom houses,370.0
4002,Seaford-Carrum Downs,2019,4 bedroom houses,460.0
4003,Seaford-Carrum Downs,2019,All properties,370.0
4004,Seaford-Carrum Downs,2020,1 bedroom flats,250.0
4005,Seaford-Carrum Downs,2020,2 bedroom flats,330.0
4006,Seaford-Carrum Downs,2020,2 bedroom houses,350.0
4007,Seaford-Carrum Downs,2020,3 bedroom flats,380.0
4008,Seaford-Carrum Downs,2020,3 bedroom houses,380.0
4009,Seaford-Carrum Downs,2020,4 bedroom houses,460.0
4010,Seaford-Carrum Downs,2020,All properties,377.5
4011,Seaford-Carrum Downs,2021,1 bedroom flats,260.0
4012,Seaford-Carrum Downs,2021,2 bedroom flats,350.0
4013,Seaford-Carrum Downs,2021,2 bedroom houses,357.5
4014,Seaford-Carrum Downs,2021,3 bedroom flats,397.5
4015,Seaford-Carrum Downs,2021,3 bedroom houses,397.5
4016,Seaford-Carrum Downs,2021,4 bedroom houses,486.5
4017,Seaford-Carrum Downs,2021,All properties,395.0
4018,Seaford-Carrum Downs,2022,1 bedroom flats,280.0
4019,Seaford-Carrum Downs,2022,2 bedroom flats,368.0
4020,Seaford-Carrum Downs,2022,2 bedroom houses,390.0
4021,Seaford-Carrum Downs,2022,3 bedroom flats,439.0
4022,Seaford-Carrum Downs,2022,3 bedroom houses,430.0
4023,Seaford-Carrum Downs,2022,4 bedroom houses,520.0
4024,Seaford-Carrum Downs,2022,All properties,420.0
4025,Sebastopol-Delacombe,2018,1 bedroom flats,300.0
4026,Sebastopol-Delacombe,2018,2 bedroom flats,240.0
4027,Sebastopol-Delacombe,2018,2 bedroom houses,250.0
4028,Sebastopol-Delacombe,2018,3 bedroom flats,280.0
4029,Sebastopol-Delacombe,2018,3 bedroom houses,280.0
4030,Sebastopol-Delacombe,2018,4 bedroom houses,355.0
4031,Sebastopol-Delacombe,2018,All properties,277.5
4032,Sebastopol-Delacombe,2019,1 bedroom flats,231.5
4033,Sebastopol-Delacombe,2019,2 bedroom flats,250.0
4034,Sebastopol-Delacombe,2019,2 bedroom houses,260.0
4035,Sebastopol-Delacombe,2019,3 bedroom flats,287.5
4036,Sebastopol-Delacombe,2019,3 bedroom houses,300.0
4037,Sebastopol-Delacombe,2019,4 bedroom houses,380.0
4038,Sebastopol-Delacombe,2019,All properties,290.0
4039,Sebastopol-Delacombe,2020,1 bedroom flats,257.5
4040,Sebastopol-Delacombe,2020,2 bedroom flats,260.0
4041,Sebastopol-Delacombe,2020,2 bedroom houses,274.5
4042,Sebastopol-Delacombe,2020,3 bedroom flats,300.0
4043,Sebastopol-Delacombe,2020,3 bedroom houses,310.0
4044,Sebastopol-Delacombe,2020,4 bedroom houses,380.0
4045,Sebastopol-Delacombe,2020,All properties,310.0
4046,Sebastopol-Delacombe,2021,1 bedroom flats,225.0
4047,Sebastopol-Delacombe,2021,2 bedroom flats,270.0
4048,Sebastopol-Delacombe,2021,2 bedroom houses,277.5
4049,Sebastopol-Delacombe,2021,3 bedroom flats,302.5
4050,Sebastopol-Delacombe,2021,3 bedroom houses,330.0
4051,Sebastopol-Delacombe,2021,4 bedroom houses,400.0
4052,Sebastopol-Delacombe,2021,All properties,340.0
4053,Sebastopol-Delacombe,2022,1 bedroom flats,210.0
4054,Sebastopol-Delacombe,2022,2 bedroom flats,283.0
4055,Sebastopol-Delacombe,2022,2 bedroom houses,300.0
4056,Sebastopol-Delacombe,2022,3 bedroom flats,330.0
4057,Sebastopol-Delacombe,2022,3 bedroom houses,350.0
4058,Sebastopol-Delacombe,2022,4 bedroom houses,420.0
4059,Sebastopol-Delacombe,2022,All properties,370.0
4060,Seymour,2018,1 bedroom flats,178.0
4061,Seymour,2018,2 bedroom flats,220.0
4062,Seymour,2018,2 bedroom houses,260.0
4063,Seymour,2018,3 bedroom flats,0.0
4064,Seymour,2018,3 bedroom houses,280.0
4065,Seymour,2018,4 bedroom houses,357.5
4066,Seymour,2018,All properties,272.5
4067,Seymour,2019,1 bedroom flats,0.0
4068,Seymour,2019,2 bedroom flats,235.0
4069,Seymour,2019,2 bedroom houses,270.0
4070,Seymour,2019,3 bedroom flats,0.0
4071,Seymour,2019,3 bedroom houses,300.0
4072,Seymour,2019,4 bedroom houses,377.5
4073,Seymour,2019,All properties,285.0
4074,Seymour,2020,1 bedroom flats,189.0
4075,Seymour,2020,2 bedroom flats,250.0
4076,Seymour,2020,2 bedroom houses,260.0
4077,Seymour,2020,3 bedroom flats,0.0
4078,Seymour,2020,3 bedroom houses,320.0
4079,Seymour,2020,4 bedroom houses,397.5
4080,Seymour,2020,All properties,300.0
4081,Seymour,2021,1 bedroom flats,204.0
4082,Seymour,2021,2 bedroom flats,256.5
4083,Seymour,2021,2 bedroom houses,300.0
4084,Seymour,2021,3 bedroom flats,0.0
4085,Seymour,2021,3 bedroom houses,330.0
4086,Seymour,2021,4 bedroom houses,400.0
4087,Seymour,2021,All properties,302.5
4088,Seymour,2022,1 bedroom flats,190.0
4089,Seymour,2022,2 bedroom flats,283.0
4090,Seymour,2022,2 bedroom houses,350.0
4091,Seymour,2022,3 bedroom flats,0.0
4092,Seymour,2022,3 bedroom houses,360.0
4093,Seymour,2022,4 bedroom houses,440.0
4094,Seymour,2022,All properties,350.0
4095,Shepparton,2018,1 bedroom flats,170.0
4096,Shepparton,2018,2 bedroom flats,225.0
4097,Shepparton,2018,2 bedroom houses,250.0
4098,Shepparton,2018,3 bedroom flats,305.0
4099,Shepparton,2018,3 bedroom houses,290.0
4100,Shepparton,2018,4 bedroom houses,380.0
4101,Shepparton,2018,All properties,277.5
4102,Shepparton,2019,1 bedroom flats,190.0
4103,Shepparton,2019,2 bedroom flats,240.0
4104,Shepparton,2019,2 bedroom houses,250.0
4105,Shepparton,2019,3 bedroom flats,320.0
4106,Shepparton,2019,3 bedroom houses,300.0
4107,Shepparton,2019,4 bedroom houses,397.5
4108,Shepparton,2019,All properties,285.0
4109,Shepparton,2020,1 bedroom flats,197.5
4110,Shepparton,2020,2 bedroom flats,242.5
4111,Shepparton,2020,2 bedroom houses,270.0
4112,Shepparton,2020,3 bedroom flats,324.0
4113,Shepparton,2020,3 bedroom houses,310.0
4114,Shepparton,2020,4 bedroom houses,410.0
4115,Shepparton,2020,All properties,295.0
4116,Shepparton,2021,1 bedroom flats,205.0
4117,Shepparton,2021,2 bedroom flats,252.5
4118,Shepparton,2021,2 bedroom houses,277.5
4119,Shepparton,2021,3 bedroom flats,342.5
4120,Shepparton,2021,3 bedroom houses,329.0
4121,Shepparton,2021,4 bedroom houses,420.0
4122,Shepparton,2021,All properties,315.0
4123,Shepparton,2022,1 bedroom flats,220.0
4124,Shepparton,2022,2 bedroom flats,280.0
4125,Shepparton,2022,2 bedroom houses,300.0
4126,Shepparton,2022,3 bedroom flats,360.0
4127,Shepparton,2022,3 bedroom houses,360.0
4128,Shepparton,2022,4 bedroom houses,450.0
4129,Shepparton,2022,All properties,350.0
4130,South Melbourne,2018,1 bedroom flats,412.5
4131,South Melbourne,2018,2 bedroom flats,550.0
4132,South Melbourne,2018,2 bedroom houses,600.0
4133,South Melbourne,2018,3 bedroom flats,725.0
4134,South Melbourne,2018,3 bedroom houses,795.0
4135,South Melbourne,2018,4 bedroom houses,1040.0
4136,South Melbourne,2018,All properties,522.5
4137,South Melbourne,2019,1 bedroom flats,420.0
4138,South Melbourne,2019,2 bedroom flats,565.0
4139,South Melbourne,2019,2 bedroom houses,602.5
4140,South Melbourne,2019,3 bedroom flats,760.0
4141,South Melbourne,2019,3 bedroom houses,862.5
4142,South Melbourne,2019,4 bedroom houses,0.0
4143,South Melbourne,2019,All properties,545.0
4144,South Melbourne,2020,1 bedroom flats,407.5
4145,South Melbourne,2020,2 bedroom flats,545.0
4146,South Melbourne,2020,2 bedroom houses,621.5
4147,South Melbourne,2020,3 bedroom flats,737.5
4148,South Melbourne,2020,3 bedroom houses,882.5
4149,South Melbourne,2020,4 bedroom houses,975.0
4150,South Melbourne,2020,All properties,521.5
4151,South Melbourne,2021,1 bedroom flats,350.0
4152,South Melbourne,2021,2 bedroom flats,450.0
4153,South Melbourne,2021,2 bedroom houses,569.0
4154,South Melbourne,2021,3 bedroom flats,600.0
4155,South Melbourne,2021,3 bedroom houses,769.0
4156,South Melbourne,2021,4 bedroom houses,972.5
4157,South Melbourne,2021,All properties,432.5
4158,South Melbourne,2022,1 bedroom flats,360.0
4159,South Melbourne,2022,2 bedroom flats,500.0
4160,South Melbourne,2022,2 bedroom houses,600.0
4161,South Melbourne,2022,3 bedroom flats,660.0
4162,South Melbourne,2022,3 bedroom houses,833.0
4163,South Melbourne,2022,4 bedroom houses,0.0
4164,South Melbourne,2022,All properties,460.0
4165,South Yarra,2018,1 bedroom flats,392.5
4166,South Yarra,2018,2 bedroom flats,555.0
4167,South Yarra,2018,2 bedroom houses,645.0
4168,South Yarra,2018,3 bedroom flats,797.5
4169,South Yarra,2018,3 bedroom houses,907.0
4170,South Yarra,2018,4 bedroom houses,1100.0
4171,South Yarra,2018,All properties,467.5
4172,South Yarra,2019,1 bedroom flats,400.0
4173,South Yarra,2019,2 bedroom flats,562.5
4174,South Yarra,2019,2 bedroom houses,662.5
4175,South Yarra,2019,3 bedroom flats,797.5
4176,South Yarra,2019,3 bedroom houses,884.0
4177,South Yarra,2019,4 bedroom houses,1314.0
4178,South Yarra,2019,All properties,485.0
4179,South Yarra,2020,1 bedroom flats,387.5
4180,South Yarra,2020,2 bedroom flats,555.0
4181,South Yarra,2020,2 bedroom houses,649.0
4182,South Yarra,2020,3 bedroom flats,810.0
4183,South Yarra,2020,3 bedroom houses,900.0
4184,South Yarra,2020,4 bedroom houses,1195.0
4185,South Yarra,2020,All properties,462.5
4186,South Yarra,2021,1 bedroom flats,335.0
4187,South Yarra,2021,2 bedroom flats,474.0
4188,South Yarra,2021,2 bedroom houses,615.0
4189,South Yarra,2021,3 bedroom flats,750.0
4190,South Yarra,2021,3 bedroom houses,850.0
4191,South Yarra,2021,4 bedroom houses,1150.0
4192,South Yarra,2021,All properties,400.0
4193,South Yarra,2022,1 bedroom flats,350.0
4194,South Yarra,2022,2 bedroom flats,500.0
4195,South Yarra,2022,2 bedroom houses,650.0
4196,South Yarra,2022,3 bedroom flats,800.0
4197,South Yarra,2022,3 bedroom houses,895.0
4198,South Yarra,2022,4 bedroom houses,1150.0
4199,South Yarra,2022,All properties,410.0
4200,Southbank,2018,1 bedroom flats,440.0
4201,Southbank,2018,2 bedroom flats,580.0
4202,Southbank,2018,2 bedroom houses,0.0
4203,Southbank,2018,3 bedroom flats,800.0
4204,Southbank,2018,3 bedroom houses,0.0
4205,Southbank,2018,4 bedroom houses,0.0
4206,Southbank,2018,All properties,540.0
4207,Southbank,2019,1 bedroom flats,452.5
4208,Southbank,2019,2 bedroom flats,592.5
4209,Southbank,2019,2 bedroom houses,0.0
4210,Southbank,2019,3 bedroom flats,825.0
4211,Southbank,2019,3 bedroom houses,0.0
4212,Southbank,2019,4 bedroom houses,0.0
4213,Southbank,2019,All properties,552.5
4214,Southbank,2020,1 bedroom flats,420.0
4215,Southbank,2020,2 bedroom flats,550.0
4216,Southbank,2020,2 bedroom houses,0.0
4217,Southbank,2020,3 bedroom flats,772.5
4218,Southbank,2020,3 bedroom houses,0.0
4219,Southbank,2020,4 bedroom houses,0.0
4220,Southbank,2020,All properties,497.5
4221,Southbank,2021,1 bedroom flats,332.5
4222,Southbank,2021,2 bedroom flats,422.5
4223,Southbank,2021,2 bedroom houses,0.0
4224,Southbank,2021,3 bedroom flats,600.0
4225,Southbank,2021,3 bedroom houses,0.0
4226,Southbank,2021,4 bedroom houses,0.0
4227,Southbank,2021,All properties,400.0
4228,Southbank,2022,1 bedroom flats,360.0
4229,Southbank,2022,2 bedroom flats,470.0
4230,Southbank,2022,2 bedroom houses,0.0
4231,Southbank,2022,3 bedroom flats,680.0
4232,Southbank,2022,3 bedroom houses,0.0
4233,Southbank,2022,4 bedroom houses,0.0
4234,Southbank,2022,All properties,440.0
4235,Springvale,2018,1 bedroom flats,265.0
4236,Springvale,2018,2 bedroom flats,350.0
4237,Springvale,2018,2 bedroom houses,345.0
